Lead_Origin,Lead_Source,Do_Not_Email,Converted,TotalVisits,Total_Time_Spent_on_Website,Page_Views_Per_Visit,Specialization,What_is_your_current_occupation,Tags,City,A_free_copy_of_Mastering_The_Interview,Last_Notable_Activity
Landing_Page_Submission,Direct_Traffic,No,1,4,98,2,Management_Specializations,Unemployed,Will_revert_after_reading_the_email,Other_Cities,Yes,SMS_Sent
Landing_Page_Submission,Google,No,0,5,208,5,Management_Specializations,Unemployed,Ringing,Mumbai,No,SMS_Sent
Landing_Page_Submission,Direct_Traffic,No,0,3,200,1.5,Management_Specializations,Unemployed,Other_Tags,Mumbai,Yes,Modified
Landing_Page_Submission,Google,No,1,6,317,2,Business_Administration,Working_Professional,Lost_to_EINS,Other_Cities,Yes,Email_Opened
API,Google,No,0,32,26,1.78,Not_Specified,Unemployed,Not_Specified,Mumbai,No,Email_Opened
Landing_Page_Submission,Direct_Traffic,No,1,4,195,4,Business_Administration,Unemployed,Will_revert_after_reading_the_email,Mumbai,Yes,SMS_Sent
API,Google,No,1,3,270,1.5,Management_Specializations,Unemployed,Will_revert_after_reading_the_email,Mumbai,No,SMS_Sent
Landing_Page_Submission,Google,No,1,3,346,3,Management_Specializations,Unemployed,Ringing,Thane_and_Outskirts,No,SMS_Sent
Landing_Page_Submission,Direct_Traffic,Yes,0,2,31,2,Management_Specializations,Unemployed,Not_Specified,Mumbai,No,Modified
Landing_Page_Submission,Direct_Traffic,No,0,2,84,2,Management_Specializations,Unemployed,Other_Tags,Mumbai,Yes,SMS_Sent
Landing_Page_Submission,Direct_Traffic,No,1,5,256,5,Management_Specializations,Working_Professional,Lost_to_EINS,Other_Cities,No,Modified
Landing_Page_Submission,Direct_Traffic,No,0,3,218,3,Travel_and_Tourism,Unemployed,Will_revert_after_reading_the_email,Mumbai,Yes,Email_Opened
Landing_Page_Submission,Direct_Traffic,Yes,0,2,359,2,Business_Administration,Unemployed,Not_Specified,Mumbai,Yes,Olark_Chat_Conversation
Landing_Page_Submission,Google,No,0,5,177,5,Management_Specializations,Unemployed,Other_Tags,Mumbai,No,Modified
Landing_Page_Submission,Google,No,0,3,151,3,Management_Specializations,Unemployed,Ringing,Mumbai,No,Modified
API,Direct_Traffic,No,1,2,1138,2,Management_Specializations,Unemployed,Will_revert_after_reading_the_email,Mumbai,No,Email_Opened
Landing_Page_Submission,Organic_Search,No,0,3,540,1.5,Management_Specializations,Unemployed,Will_revert_after_reading_the_email,Mumbai,Yes,Modified
Landing_Page_Submission,Organic_Search,No,1,7,158,2.33,Management_Specializations,Unemployed,Will_revert_after_reading_the_email,Other_Cities,Yes,SMS_Sent
API,Olark_Chat,Yes,0,0,0,0,International_Business,Unemployed,Interested_in_other_courses,Mumbai,No,Modified
API,Google,No,0,3,45,3,Management_Specializations,Unemployed,Ringing,Mumbai,No,SMS_Sent
Landing_Page_Submission,Direct_Traffic,No,0,2,1294,2,Media_and_Advertising,Unemployed,Other_Tags,Mumbai,Yes,Email_Opened
Landing_Page_Submission,Google,No,0,4,102,4,International_Business,Unemployed,Not_Specified,Mumbai,No,Email_Opened
API,Olark_Chat,No,0,3,1176,1.5,Not_Specified,Unemployed,Ringing,Mumbai,No,Email_Opened
Landing_Page_Submission,Organic_Search,No,0,10,7,3.33,Management_Specializations,Unemployed,Ringing,Thane_and_Outskirts,Yes,Email_Opened
API,Organic_Search,No,0,3,197,3,Not_Specified,Unemployed,Other_Tags,Mumbai,No,Email_Opened
API,Organic_Search,No,1,3,1358,3,Travel_and_Tourism,Unemployed,Will_revert_after_reading_the_email,Mumbai,No,SMS_Sent
Landing_Page_Submission,Direct_Traffic,No,0,2,183,2,Management_Specializations,Unemployed,Other_Tags,Mumbai,Yes,Email_Opened
Landing_Page_Submission,Google,No,0,6,132,6,E_COMMERCE,Unemployed,Ringing,Other_Cities,No,SMS_Sent
Landing_Page_Submission,Direct_Traffic,No,0,2,228,2,Management_Specializations,Unemployed,Other_Tags,Other_Cities of Maharashtra,Yes,Email_Opened
Landing_Page_Submission,Google,No,0,2,272,2,Management_Specializations,Unemployed,Other_Tags,Mumbai,Yes,Modified
Landing_Page_Submission,Direct_Traffic,No,0,3,135,3,Management_Specializations,Unemployed,Ringing,Mumbai,No,Email_Opened
Landing_Page_Submission,Organic_Search,No,0,9,901,9,Banking_Investment_And_Insurance,Unemployed,Ringing,Other_Metro_Cities,Yes,Email_Opened
Lead_Add_Form,Reference,No,1,0,0,0,Management_Specializations,Student,Will_revert_after_reading_the_email,Mumbai,No,Email_Opened
Landing_Page_Submission,Direct_Traffic,No,0,7,202,7,Management_Specializations,Unemployed,Other_Tags,Mumbai,No,Modified
API,Olark_Chat,No,1,0,0,0,Not_Specified,Unemployed,Not_Specified,Mumbai,No,Email_Opened
API,Google,No,0,1,91,1,Not_Specified,Unemployed,Interested_in_other_courses,Mumbai,No,Modified
Landing_Page_Submission,Organic_Search,Yes,0,5,296,5,Media_and_Advertising,Unemployed,Other_Tags,Other_Cities of Maharashtra,No,SMS_Sent
API,Olark_Chat,No,0,0,0,0,Not_Specified,Unemployed,Other_Tags,Mumbai,No,Modified
API,Olark_Chat,No,0,0,0,0,Not_Specified,Unemployed,Not_Specified,Mumbai,No,Modified
Landing_Page_Submission,Google,No,0,7,1098,2.33,Business_Administration,Unemployed,Other_Tags,Mumbai,No,Modified
Landing_Page_Submission,Direct_Traffic,Yes,1,3,1532,3,Management_Specializations,Unemployed,Will_revert_after_reading_the_email,Other_Cities,Yes,Other_Notable_activity
Lead_Add_Form,Welingak_Website,No,1,0,0,0,Not_Specified,Unemployed,Not_Specified,Mumbai,No,SMS_Sent
API,Olark_Chat,No,0,0,0,0,Not_Specified,Unemployed,Not_Specified,Mumbai,No,Email_Opened
Landing_Page_Submission,Google,No,0,5,336,5,Management_Specializations,Unemployed,Interested_in_other_courses,Thane_and_Outskirts,Yes,Modified
Landing_Page_Submission,Organic_Search,No,1,6,340,6,Management_Specializations,Other,Will_revert_after_reading_the_email,Mumbai,Yes,Modified
API,Olark_Chat,Yes,0,0,0,0,Not_Specified,Unemployed,Ringing,Mumbai,No,SMS_Sent
API,Olark_Chat,No,0,0,0,0,Not_Specified,Student,Other_Tags,Mumbai,No,Modified
Landing_Page_Submission,Organic_Search,No,1,3,1080,1.5,Banking_Investment_And_Insurance,Unemployed,Will_revert_after_reading_the_email,Mumbai,Yes,SMS_Sent
API,Organic_Search,No,0,4,310,4,Not_Specified,Unemployed,Ringing,Mumbai,No,Modified
Landing_Page_Submission,Direct_Traffic,No,1,3,1292,3,Management_Specializations,Unemployed,Not_Specified,Other_Cities of Maharashtra,Yes,Email_Opened
Landing_Page_Submission,Organic_Search,No,1,2,1106,2,Management_Specializations,Unemployed,Will_revert_after_reading_the_email,Other_Metro_Cities,No,SMS_Sent
Landing_Page_Submission,Direct_Traffic,Yes,0,1,36,1,E_Business,Unemployed,Not_Specified,Mumbai,Yes,Modified
API,Olark_Chat,No,1,0,0,0,Management_Specializations,Unemployed,Will_revert_after_reading_the_email,Other_Cities,No,SMS_Sent
Landing_Page_Submission,Direct_Traffic,No,0,2,190,2,Management_Specializations,Unemployed,Other_Tags,Mumbai,No,Email_Opened
Landing_Page_Submission,Direct_Traffic,No,1,3,135,1.5,Management_Specializations,Unemployed,Will_revert_after_reading_the_email,Other_Metro_Cities,Yes,SMS_Sent
API,Olark_Chat,No,1,2,1446,2,Management_Specializations,Unemployed,Closed_by_Horizzon,Mumbai,No,Modified
Lead_Add_Form,Welingak_Website,No,1,0,0,0,Not_Specified,Unemployed,Not_Specified,Mumbai,No,SMS_Sent
Landing_Page_Submission,Direct_Traffic,No,0,1,60,1,Management_Specializations,Student,Other_Tags,Mumbai,Yes,Modified
Landing_Page_Submission,Direct_Traffic,No,0,5,169,2.5,Management_Specializations,Unemployed,Not_Specified,Mumbai,No,Page_Visited_on_Website
Landing_Page_Submission,Direct_Traffic,No,1,5,1694,1.67,Management_Specializations,Unemployed,Closed_by_Horizzon,Mumbai,Yes,Email_Opened
Landing_Page_Submission,Direct_Traffic,No,0,13,243,3.25,Management_Specializations,Unemployed,Ringing,Mumbai,Yes,Email_Opened
Lead_Add_Form,Reference,No,1,0,0,0,Management_Specializations,Student,Will_revert_after_reading_the_email,Mumbai,No,Email_Opened
API,Olark_Chat,No,0,0,0,0,Not_Specified,Unemployed,Other_Tags,Mumbai,No,Modified
Landing_Page_Submission,Direct_Traffic,No,0,4,32,4,Management_Specializations,Unemployed,Ringing,Other_Metro_Cities,Yes,Email_Opened
API,Olark_Chat,No,0,0,0,0,Not_Specified,Unemployed,Not_Specified,Mumbai,No,Modified
API,Google,No,0,4,120,1,Not_Specified,Unemployed,Other_Tags,Mumbai,No,Page_Visited_on_Website
API,Direct_Traffic,No,0,7,60,7,Not_Specified,Unemployed,Ringing,Mumbai,No,SMS_Sent
Landing_Page_Submission,Direct_Traffic,No,0,3,1321,3,Management_Specializations,Unemployed,Other_Tags,Other_Metro_Cities,Yes,Email_Opened
Lead_Add_Form,Reference,No,1,0,0,0,Management_Specializations,Student,Will_revert_after_reading_the_email,Mumbai,No,Email_Opened
API,Google,No,0,5,1548,1,Not_Specified,Student,Other_Tags,Mumbai,No,Olark_Chat_Conversation
Lead_Add_Form,Reference,No,1,5,1790,1.25,Management_Specializations,Unemployed,Will_revert_after_reading_the_email,Mumbai,No,Email_Opened
Landing_Page_Submission,Direct_Traffic,No,0,2,314,2,Management_Specializations,Unemployed,Other_Tags,Mumbai,Yes,Email_Opened
API,Olark_Chat,No,1,0,0,0,Management_Specializations,Unemployed,Will_revert_after_reading_the_email,Mumbai,No,SMS_Sent
Landing_Page_Submission,Organic_Search,No,1,3,16,1.5,Management_Specializations,Housewife,Will_revert_after_reading_the_email,Mumbai,Yes,Email_Opened
Landing_Page_Submission,Direct_Traffic,No,1,8,1631,4,Media_and_Advertising,Unemployed,Will_revert_after_reading_the_email,Mumbai,Yes,SMS_Sent
Landing_Page_Submission,Direct_Traffic,No,0,2,1450,2,Management_Specializations,Unemployed,Other_Tags,Mumbai,Yes,Email_Opened
API,Google,No,1,2,865,2,Not_Specified,Unemployed,Not_Specified,Mumbai,No,SMS_Sent
API,Olark_Chat,No,0,0,0,0,Not_Specified,Unemployed,Not_Specified,Mumbai,No,Modified
Landing_Page_Submission,Direct_Traffic,No,0,5,166,5,Banking_Investment_And_Insurance,Unemployed,Ringing,Mumbai,No,SMS_Sent
Landing_Page_Submission,Google,No,0,4,27,4,Management_Specializations,Unemployed,Ringing,Mumbai,No,SMS_Sent
Landing_Page_Submission,Direct_Traffic,No,0,4,339,4,Business_Administration,Unemployed,Ringing,Mumbai,Yes,Email_Opened
API,Olark_Chat,No,0,0,0,0,Not_Specified,Unemployed,Other_Tags,Mumbai,No,Email_Opened
Landing_Page_Submission,Google,No,0,4,113,4,Management_Specializations,Unemployed,Ringing,Mumbai,No,Email_Opened
Landing_Page_Submission,Google,No,1,1,822,1,Management_Specializations,Unemployed,Will_revert_after_reading_the_email,Thane_and_Outskirts,No,Modified
API,Olark_Chat,No,0,0,0,0,Not_Specified,Student,Other_Tags,Mumbai,No,Modified
Landing_Page_Submission,Google,No,0,4,1065,4,Management_Specializations,Unemployed,Other_Tags,Mumbai,No,SMS_Sent
Lead_Add_Form,Reference,No,1,0,0,0,Management_Specializations,Working_Professional,Will_revert_after_reading_the_email,Mumbai,No,Email_Opened
Landing_Page_Submission,Direct_Traffic,Yes,0,1,1606,1,Not_Specified,Unemployed,Other_Tags,Mumbai,No,Other_Notable_activity
Landing_Page_Submission,Google,No,1,4,1337,4,Management_Specializations,Working_Professional,Will_revert_after_reading_the_email,Mumbai,No,Page_Visited_on_Website
Landing_Page_Submission,Direct_Traffic,No,1,3,1371,3,Business_Administration,Working_Professional,Will_revert_after_reading_the_email,Mumbai,No,SMS_Sent
API,Olark_Chat,No,0,1,1687,1,Not_Specified,Unemployed,Other_Tags,Mumbai,No,Email_Opened
Landing_Page_Submission,Google,No,0,3,338,3,Management_Specializations,Unemployed,Ringing,Mumbai,No,Email_Opened
Landing_Page_Submission,Organic_Search,Yes,0,7,24,7,Management_Specializations,Unemployed,Not_Specified,Mumbai,Yes,Modified
Landing_Page_Submission,Google,No,0,5,60,5,Management_Specializations,Unemployed,Interested_in_other_courses,Mumbai,No,Email_Opened
Landing_Page_Submission,Google,No,0,2,465,2,Management_Specializations,Unemployed,Other_Tags,Thane_and_Outskirts,No,Modified
Landing_Page_Submission,Google,No,1,4,1005,4,Management_Specializations,Unemployed,Will_revert_after_reading_the_email,Mumbai,No,Email_Opened
API,Google,Yes,0,3,35,3,Not_Specified,Unemployed,Other_Tags,Mumbai,No,Other_Notable_activity
Landing_Page_Submission,Google,No,0,5,408,5,Travel_and_Tourism,Unemployed,Ringing,Thane_and_Outskirts,No,Email_Opened
Landing_Page_Submission,Organic_Search,No,0,3,1531,3,Management_Specializations,Unemployed,Other_Tags,Mumbai,No,Email_Opened
Landing_Page_Submission,Direct_Traffic,No,1,3,1247,3,Management_Specializations,Unemployed,Will_revert_after_reading_the_email,Thane_and_Outskirts,No,Email_Opened
API,Olark_Chat,Yes,0,0,0,0,Not_Specified,Unemployed,Not_Specified,Mumbai,No,Modified
API,Olark_Chat,No,0,0,0,0,Not_Specified,Unemployed,Ringing,Mumbai,No,SMS_Sent
Landing_Page_Submission,Organic_Search,No,0,2,172,2,Management_Specializations,Unemployed,Other_Tags,Mumbai,Yes,Modified
Landing_Page_Submission,Organic_Search,No,0,13,217,4.33,Management_Specializations,Unemployed,Interested_in_other_courses,Mumbai,Yes,Email_Opened
Landing_Page_Submission,Direct_Traffic,Yes,0,1,281,1,Management_Specializations,Unemployed,Other_Tags,Tier_II_Cities,Yes,Modified
Landing_Page_Submission,Direct_Traffic,No,0,2,62,1,Management_Specializations,Unemployed,Other_Tags,Mumbai,Yes,Modified
Landing_Page_Submission,Google,No,1,5,57,2.5,Management_Specializations,Working_Professional,Closed_by_Horizzon,Mumbai,No,Email_Opened
Landing_Page_Submission,Organic_Search,No,0,5,1465,5,Management_Specializations,Unemployed,Will_revert_after_reading_the_email,Other_Metro_Cities,Yes,SMS_Sent
API,Organic_Search,No,1,15,914,5,Banking_Investment_And_Insurance,Unemployed,Will_revert_after_reading_the_email,Thane_and_Outskirts,No,SMS_Sent
Landing_Page_Submission,Direct_Traffic,No,0,5,335,1.25,Management_Specializations,Unemployed,Ringing,Mumbai,Yes,Page_Visited_on_Website
Landing_Page_Submission,Direct_Traffic,No,1,3,1886,3,Banking_Investment_And_Insurance,Unemployed,Will_revert_after_reading_the_email,Thane_and_Outskirts,Yes,SMS_Sent
API,Olark_Chat,No,0,0,0,0,Not_Specified,Unemployed,Ringing,Mumbai,No,SMS_Sent
Landing_Page_Submission,Direct_Traffic,No,0,2,84,2,Management_Specializations,Unemployed,Ringing,Mumbai,Yes,Email_Opened
Landing_Page_Submission,Google,No,0,5,282,2.5,International_Business,Unemployed,Other_Tags,Mumbai,No,Modified
API,Organic_Search,No,0,6,155,6,Not_Specified,Unemployed,Ringing,Mumbai,No,SMS_Sent
Landing_Page_Submission,Direct_Traffic,No,0,2,1047,2,Management_Specializations,Unemployed,Other_Tags,Other_Cities of Maharashtra,Yes,Email_Opened
API,Organic_Search,No,0,4,1144,2,Not_Specified,Unemployed,Ringing,Mumbai,No,Email_Opened
API,Olark_Chat,No,0,1,101,1,Management_Specializations,Unemployed,Ringing,Other_Cities,No,SMS_Sent
Landing_Page_Submission,Organic_Search,No,0,13,181,13,Management_Specializations,Unemployed,Ringing,Mumbai,Yes,SMS_Sent
Landing_Page_Submission,Direct_Traffic,No,0,3,202,3,Management_Specializations,Unemployed,Ringing,Thane_and_Outskirts,No,Page_Visited_on_Website
Landing_Page_Submission,Direct_Traffic,No,1,2,1201,2,Management_Specializations,Unemployed,Will_revert_after_reading_the_email,Mumbai,Yes,Email_Opened
API,Direct_Traffic,No,1,2,2140,2,Banking_Investment_And_Insurance,Unemployed,Will_revert_after_reading_the_email,Mumbai,No,SMS_Sent
Landing_Page_Submission,Direct_Traffic,No,1,8,826,1.6,Business_Administration,Working_Professional,Will_revert_after_reading_the_email,Mumbai,No,Page_Visited_on_Website
Landing_Page_Submission,Direct_Traffic,No,1,18,239,3,Management_Specializations,Other,Closed_by_Horizzon,Other_Metro_Cities,Yes,Email_Opened
Landing_Page_Submission,Direct_Traffic,No,1,5,1186,5,Management_Specializations,Unemployed,Will_revert_after_reading_the_email,Mumbai,No,SMS_Sent
API,Google,No,1,26,1157,2.17,Management_Specializations,Unemployed,Will_revert_after_reading_the_email,Mumbai,No,Email_Opened
Landing_Page_Submission,Direct_Traffic,Yes,0,1,218,1,Management_Specializations,Unemployed,Not_Specified,Mumbai,Yes,Modified
Landing_Page_Submission,Organic_Search,No,0,3,10,3,Management_Specializations,Unemployed,Other_Tags,Other_Cities of Maharashtra,No,Modified
Landing_Page_Submission,Organic_Search,No,1,8,1400,4,Management_Specializations,Unemployed,Will_revert_after_reading_the_email,Mumbai,Yes,SMS_Sent
API,Google,No,0,1,1161,1,Not_Specified,Unemployed,Interested_in_other_courses,Mumbai,No,Modified
Landing_Page_Submission,Direct_Traffic,No,0,3,292,3,Management_Specializations,Unemployed,Interested_in_other_courses,Mumbai,Yes,Email_Opened
API,Olark_Chat,No,1,0,0,0,Travel_and_Tourism,Unemployed,Will_revert_after_reading_the_email,Mumbai,No,Email_Opened
Landing_Page_Submission,Organic_Search,No,1,4,1,4,Management_Specializations,Unemployed,Will_revert_after_reading_the_email,Mumbai,Yes,SMS_Sent
Landing_Page_Submission,Google,No,1,4,1568,4,Management_Specializations,Housewife,Will_revert_after_reading_the_email,Mumbai,No,Email_Opened
Landing_Page_Submission,Direct_Traffic,No,0,2,1151,2,Not_Specified,Unemployed,Not_Specified,Mumbai,No,Modified
Landing_Page_Submission,Direct_Traffic,No,1,3,803,3,Management_Specializations,Unemployed,Will_revert_after_reading_the_email,Mumbai,Yes,SMS_Sent
API,Organic_Search,No,0,5,92,5,Management_Specializations,Unemployed,Interested_in_other_courses,Other_Cities,No,Email_Opened
Landing_Page_Submission,Direct_Traffic,Yes,0,3,335,3,Management_Specializations,Unemployed,Other_Tags,Mumbai,Yes,Modified
API,Google,No,0,3,636,1.5,Not_Specified,Unemployed,Not_Specified,Mumbai,No,Page_Visited_on_Website
Landing_Page_Submission,Organic_Search,Yes,0,5,87,5,Travel_and_Tourism,Unemployed,Other_Tags,Mumbai,No,Other_Notable_activity
Landing_Page_Submission,Google,Yes,0,1,246,1,Management_Specializations,Unemployed,Other_Tags,Mumbai,No,Modified
Landing_Page_Submission,Google,No,0,7,202,7,Management_Specializations,Unemployed,Other_Tags,Thane_and_Outskirts,No,Modified
API,Olark_Chat,No,0,1,132,1,Not_Specified,Unemployed,Other_Tags,Mumbai,No,Olark_Chat_Conversation
API,Google,No,1,7,1479,2.33,Not_Specified,Unemployed,Not_Specified,Mumbai,No,SMS_Sent
Lead_Add_Form,Welingak_Website,Yes,1,0,0,0,Not_Specified,Unemployed,Not_Specified,Mumbai,No,SMS_Sent
Landing_Page_Submission,Direct_Traffic,No,0,1,273,1,Not_Specified,Unemployed,Not_Specified,Mumbai,No,Modified
API,Direct_Traffic,No,1,11,1411,1.38,Management_Specializations,Working_Professional,Lost_to_EINS,Mumbai,No,Email_Opened
API,Olark_Chat,No,0,0,0,0,Not_Specified,Unemployed,Ringing,Mumbai,No,Email_Opened
Landing_Page_Submission,Direct_Traffic,No,0,5,1340,1.67,Management_Specializations,Unemployed,Ringing,Other_Cities,Yes,SMS_Sent
Landing_Page_Submission,Direct_Traffic,No,1,6,1317,6,Management_Specializations,Unemployed,Will_revert_after_reading_the_email,Mumbai,No,SMS_Sent
Lead_Add_Form,Welingak_Website,No,1,0,0,0,Not_Specified,Unemployed,Not_Specified,Mumbai,No,SMS_Sent
Landing_Page_Submission,Organic_Search,Yes,1,4,56,4,Management_Specializations,Working_Professional,Closed_by_Horizzon,Mumbai,Yes,Other_Notable_activity
Landing_Page_Submission,Direct_Traffic,No,0,9,69,4.5,Management_Specializations,Unemployed,Ringing,Mumbai,No,SMS_Sent
API,Olark_Chat,No,0,0,0,0,Not_Specified,Unemployed,Interested_in_other_courses,Mumbai,No,Email_Opened
API,Google,No,1,2,1345,1,Business_Administration,Other,Will_revert_after_reading_the_email,Other_Cities,No,Email_Opened
Landing_Page_Submission,Direct_Traffic,Yes,0,3,95,3,Management_Specializations,Unemployed,Not_Specified,Mumbai,Yes,Modified
API,Direct_Traffic,No,0,4,287,2,Not_Specified,Unemployed,Not_Specified,Mumbai,No,Modified
Lead_Add_Form,Reference,No,1,0,0,0,Management_Specializations,Working_Professional,Closed_by_Horizzon,Mumbai,No,Email_Opened
Lead_Add_Form,Reference,No,1,0,0,0,Not_Specified,Unemployed,Will_revert_after_reading_the_email,Mumbai,No,SMS_Sent
Landing_Page_Submission,Direct_Traffic,No,0,2,346,2,Management_Specializations,Unemployed,Ringing,Other_Metro_Cities,Yes,SMS_Sent
Landing_Page_Submission,Direct_Traffic,No,1,4,72,4,Management_Specializations,Unemployed,Closed_by_Horizzon,Mumbai,Yes,Modified
Landing_Page_Submission,Direct_Traffic,No,1,5,1449,5,Management_Specializations,Unemployed,Not_Specified,Mumbai,Yes,SMS_Sent
Landing_Page_Submission,Direct_Traffic,No,1,5,1270,2.5,Management_Specializations,Unemployed,Will_revert_after_reading_the_email,Mumbai,No,SMS_Sent
Landing_Page_Submission,Direct_Traffic,No,0,2,1372,2,Management_Specializations,Unemployed,Other_Tags,Other_Cities of Maharashtra,Yes,SMS_Sent
API,Google,No,1,6,1016,3,Management_Specializations,Working_Professional,Will_revert_after_reading_the_email,Mumbai,Yes,Olark_Chat_Conversation
Landing_Page_Submission,Google,No,0,4,364,4,Management_Specializations,Unemployed,Other_Tags,Mumbai,No,Email_Opened
API,Olark_Chat,No,0,0,0,0,Not_Specified,Student,Other_Tags,Mumbai,No,Olark_Chat_Conversation
Landing_Page_Submission,Direct_Traffic,No,0,11,148,2.2,Management_Specializations,Unemployed,Not_Specified,Mumbai,Yes,Modified
API,Olark_Chat,No,0,0,0,0,Not_Specified,Student,Other_Tags,Mumbai,No,Email_Opened
Landing_Page_Submission,Google,No,0,3,298,3,Management_Specializations,Unemployed,Not_Specified,Mumbai,No,Email_Opened
Landing_Page_Submission,Google,No,0,2,252,2,Management_Specializations,Unemployed,Not_Specified,Mumbai,No,Modified
API,Olark_Chat,No,0,0,0,0,Not_Specified,Student,Other_Tags,Mumbai,No,Email_Opened
API,Olark_Chat,No,0,0,0,0,Not_Specified,Unemployed,Not_Specified,Mumbai,No,Email_Opened
API,Olark_Chat,No,0,0,0,0,Not_Specified,Student,Other_Tags,Mumbai,No,Email_Opened
Lead_Add_Form,Reference,No,1,7,1052,2.33,Management_Specializations,Unemployed,Will_revert_after_reading_the_email,Mumbai,No,Email_Opened
API,Olark_Chat,No,1,10,1156,3.33,International_Business,Unemployed,Not_Specified,Mumbai,No,Email_Opened
API,Olark_Chat,No,0,0,0,0,Not_Specified,Unemployed,Other_Tags,Mumbai,No,Modified
API,Olark_Chat,No,1,0,0,0,Not_Specified,Unemployed,Not_Specified,Mumbai,No,SMS_Sent
API,Organic_Search,No,1,6,1181,2,Not_Specified,Student,Will_revert_after_reading_the_email,Mumbai,No,SMS_Sent
Landing_Page_Submission,Organic_Search,No,0,7,212,3.5,Business_Administration,Unemployed,Ringing,Mumbai,Yes,SMS_Sent
Landing_Page_Submission,Organic_Search,No,1,12,1805,3,Media_and_Advertising,Unemployed,Not_Specified,Mumbai,Yes,SMS_Sent
Landing_Page_Submission,Direct_Traffic,No,0,2,33,2,Management_Specializations,Unemployed,Other_Tags,Other_Cities,No,Email_Opened
API,Google,No,0,3,320,3,Not_Specified,Unemployed,Not_Specified,Mumbai,No,Modified
API,Olark_Chat,No,0,0,0,0,Not_Specified,Unemployed,Ringing,Mumbai,No,SMS_Sent
API,Olark_Chat,No,0,0,0,0,Not_Specified,Student,Other_Tags,Mumbai,No,Modified
Landing_Page_Submission,Direct_Traffic,No,0,2,142,2,Management_Specializations,Unemployed,Other_Tags,Other_Cities of Maharashtra,Yes,Email_Opened
API,Olark_Chat,No,0,0,0,0,Not_Specified,Unemployed,Interested_in_other_courses,Mumbai,No,Email_Opened
Lead_Add_Form,Reference,No,1,0,0,0,Not_Specified,Unemployed,Closed_by_Horizzon,Mumbai,No,Email_Opened
Landing_Page_Submission,Direct_Traffic,No,1,2,64,2,Management_Specializations,Unemployed,Will_revert_after_reading_the_email,Mumbai,Yes,SMS_Sent
Landing_Page_Submission,Direct_Traffic,No,0,1,262,1,Management_Specializations,Unemployed,Ringing,Mumbai,No,Modified
API,Google,No,0,5,1037,5,Management_Specializations,Unemployed,Not_Specified,Mumbai,No,Email_Opened
Landing_Page_Submission,Google,No,0,3,1489,3,Management_Specializations,Unemployed,Ringing,Mumbai,No,SMS_Sent
Landing_Page_Submission,Organic_Search,No,1,8,924,4,International_Business,Unemployed,Ringing,Mumbai,Yes,Email_Opened
API,Olark_Chat,No,1,0,0,0,Not_Specified,Working_Professional,Not_Specified,Mumbai,No,SMS_Sent
Landing_Page_Submission,Organic_Search,No,1,4,1078,1.33,Travel_and_Tourism,Unemployed,Will_revert_after_reading_the_email,Thane_and_Outskirts,Yes,SMS_Sent
Landing_Page_Submission,Direct_Traffic,No,0,4,432,4,Management_Specializations,Student,Other_Tags,Mumbai,No,Email_Opened
Landing_Page_Submission,Direct_Traffic,No,0,12,277,2.4,Not_Specified,Unemployed,Ringing,Thane_and_Outskirts,No,Page_Visited_on_Website
Landing_Page_Submission,Google,No,0,3,87,3,Management_Specializations,Unemployed,Ringing,Mumbai,No,SMS_Sent
Landing_Page_Submission,Direct_Traffic,No,1,2,1112,2,Management_Specializations,Working_Professional,Will_revert_after_reading_the_email,Mumbai,No,SMS_Sent
API,Google,No,0,2,96,2,Not_Specified,Unemployed,Ringing,Mumbai,No,Email_Opened
Landing_Page_Submission,Direct_Traffic,No,0,2,479,2,Management_Specializations,Unemployed,Ringing,Tier_II_Cities,No,Email_Opened
Landing_Page_Submission,Organic_Search,No,0,6,397,6,Banking_Investment_And_Insurance,Unemployed,Ringing,Mumbai,Yes,SMS_Sent
Landing_Page_Submission,Google,No,0,8,233,2,Management_Specializations,Unemployed,Not_Specified,Mumbai,Yes,Email_Opened
API,Organic_Search,No,0,9,1932,9,E_Business,Unemployed,Other_Tags,Other_Cities,Yes,Modified
Landing_Page_Submission,Direct_Traffic,No,1,2,1876,2,Management_Specializations,Working_Professional,Will_revert_after_reading_the_email,Other_Cities,Yes,SMS_Sent
API,Olark_Chat,No,1,3,1110,1.5,Management_Specializations,Unemployed,Will_revert_after_reading_the_email,Thane_and_Outskirts,Yes,Email_Opened
Landing_Page_Submission,Direct_Traffic,No,0,4,469,4,Management_Specializations,Unemployed,Not_Specified,Other_Cities of Maharashtra,No,Modified
API,Olark_Chat,No,0,0,0,0,Not_Specified,Unemployed,Other_Tags,Mumbai,No,Email_Opened
Landing_Page_Submission,Google,No,0,2,212,2,Media_and_Advertising,Unemployed,Ringing,Other_Metro_Cities,No,SMS_Sent
Landing_Page_Submission,Organic_Search,No,0,5,912,5,Management_Specializations,Unemployed,Other_Tags,Other_Cities,No,Email_Opened
Landing_Page_Submission,Organic_Search,Yes,0,11,319,11,E_COMMERCE,Unemployed,Other_Tags,Other_Metro_Cities,No,Modified
API,Google,No,1,3,832,1.5,Not_Specified,Unemployed,Will_revert_after_reading_the_email,Mumbai,No,Email_Opened
Landing_Page_Submission,Organic_Search,No,1,6,1259,6,Management_Specializations,Working_Professional,Will_revert_after_reading_the_email,Mumbai,Yes,SMS_Sent
